25 (4686) 
21 (4211) 
44 (4508) 
56 (5007) 
9 (4713) 
7 (5062) 
5 (4828) 
3 (4703) 
58 (5181) 
48 (4938) 
29 (5167) 
42 (4165) 
60 (5135) 
34 (4983) 
62 (5003) 
52 (5171) 
74 (4393) 
40 (5113) 
36 (5085) 
31 (4145) 
66 (4749) 
27 (4191) 
34 3 36 48 52 56 58 60 (4190) 
66 36 7 40 48 52 58 62 (4244) 
66 36 5 40 34 52 29 62 (4254) 
66 36 7 40 48 52 29 62 (4240) 
66 36 5 52 56 58 29 62 (4210) 
34 36 5 40 52 58 60 62 (4474) 
34 3 36 7 40 48 58 60 (4173) 
3 36 7 48 52 56 60 29 (4275) 
36 5 7 40 52 58 29 62 (4480) 
34 5 7 48 52 58 60 62 (4252) 
66 36 48 52 56 58 60 62 (4243) 
34 36 40 48 52 58 29 62 (4518) 
34 36 5 7 52 56 29 62 (4319) 
34 36 5 40 52 25 58 29 (4169) 
36 7 40 9 48 58 29 62 (4145) 
34 3 36 48 58 60 29 62 (4164) 
66 5 7 40 52 60 29 62 (4318) 
66 5 40 34 52 56 60 62 (4237) 
34 3 36 40 52 60 29 62 (4233) 
34 36 7 40 48 52 56 58 (4391) 
34 3 36 40 48 52 56 58 (4146) 
66 5 7 40 52 56 29 62 (4206) 
66 7 34 52 56 60 29 62 (4272) 
36 7 48 52 25 60 29 62 (4180) 
66 5 7 34 52 58 29 62 (4259) 
5 7 40 52 56 60 29 62 (4421) 
34 3 7 52 56 58 29 62 (4216) 
66 5 40 34 56 58 29 62 (4238) 
66 36 5 48 52 56 58 29 (4147) 
34 36 5 7 48 52 58 62 (4250) 
66 5 40 34 52 56 58 62 (4237) 
36 9 48 52 58 60 29 62 (4243) 
66 7 40 48 52 56 58 62 (4158) 
5 40 9 56 58 60 29 62 (4146) 
34 36 5 56 58 60 29 62 (4368) 
34 36 5 40 48 52 56 29 (4295) 
66 36 5 7 52 58 29 62 (4234) 
7 52 56 25 58 60 29 62 (4256) 
66 36 34 48 52 58 29 62 (4246) 
36 7 40 25 58 60 29 62 (4290) 
66 7 40 48 56 60 29 62 (4159) 
36 5 7 40 52 56 60 29 (4397) 
34 3 40 56 58 60 29 62 (4249) 
34 3 5 40 52 58 29 62 (4197) 
34 3 36 7 40 52 58 62 (4192) 
34 40 9 52 56 58 60 29 (4325) 
66 5 34 48 52 58 60 29 (4258) 
34 36 40 48 52 56 60 29 (4458) 
66 36 7 40 48 52 56 60 (4214) 
66 5 40 48 52 56 60 29 (4155) 
34 5 7 40 48 58 60 62 (4250) 
36 5 40 56 58 60 29 62 (4419) 
36 9 48 52 56 60 29 62 (4153) 
36 7 40 48 25 58 29 62 (4192) 
66 36 5 40 48 52 58 62 (4194) 
36 5 40 48 52 56 58 29 (4357) 
66 36 5 34 48 52 58 60 (4236) 
36 7 9 48 52 56 58 29 (4214) 
66 36 5 40 34 56 58 29 (4208) 
66 36 5 7 48 52 58 29 (4202) 
34 7 40 9 52 56 58 62 (4192) 
36 7 48 56 25 58 60 29 (4208) 
66 36 34 48 56 58 60 29 (4218) 
36 5 7 56 58 60 29 62 (4341) 
66 36 7 40 52 56 60 62 (4270) 
66 36 5 40 48 58 60 29 (4300) 
34 5 7 40 9 52 58 60 (4165) 
66 5 7 40 56 58 29 62 (4211) 
34 36 5 40 48 52 29 62 (4341) 
36 7 40 9 48 52 58 29 (4250) 
66 36 40 34 56 58 60 62 (4263) 
34 36 7 52 56 25 58 60 (4159) 
34 36 7 40 9 52 56 58 (4174) 
66 5 7 34 56 58 60 29 (4236) 
36 40 9 52 56 58 60 29 (4378) 
34 7 9 52 56 58 60 62 (4165) 
66 36 40 34 52 58 29 62 (4372) 
36 7 40 52 25 58 60 29 (4390) 
34 36 5 7 40 58 60 62 (4377) 
34 3 36 7 40 48 58 29 (4194) 
36 5 7 40 48 52 56 58 (4270) 
36 5 40 9 52 58 29 62 (4171) 
34 7 40 9 52 56 58 29 (4271) 
34 36 40 52 56 25 58 29 (4210) 
36 40 56 25 58 60 29 62 (4273) 
36 5 7 48 58 60 29 62 (4307) 
3 36 7 40 48 58 60 62 (4242) 
34 36 5 40 48 56 60 29 (4276) 
34 3 36 40 52 56 58 62 (4185) 
5 7 40 48 56 60 29 62 (4202) 
3 36 7 40 52 58 60 62 (4321) 
34 3 36 40 56 60 29 62 (4156) 
34 40 52 56 25 58 29 62 (4204) 
66 36 40 34 56 58 29 62 (4259) 
34 36 5 40 48 52 58 62 (4345) 
66 7 40 52 56 58 29 62 (4363) 
36 7 40 56 25 58 29 62 (4207) 
3 36 7 48 56 58 60 62 (4160) 
34 36 40 56 58 60 29 62 (4534) 
34 5 40 48 52 56 58 29 (4320) 
34 7 9 52 56 58 60 29 (4297) 
66 40 34 52 56 58 60 62 (4355) 
3 36 7 48 52 58 29 62 (4269) 
3 40 52 56 58 60 29 62 (4397) 
34 36 7 48 58 60 29 62 (4407) 
34 36 40 48 52 56 58 29 (4481) 
3 36 7 52 56 58 60 62 (4244) 
3 36 7 40 48 56 60 62 (4146) 
3 36 7 40 48 58 60 29 (4346) 
34 3 40 52 58 60 29 62 (4326) 
34 3 36 40 48 52 60 29 (4240) 
66 5 7 40 52 58 60 62 (4320) 
3 36 7 48 52 60 29 62 (4248) 
34 3 36 40 48 58 60 29 (4247) 
66 3 36 40 52 58 60 29 (4183) 
36 9 48 56 58 60 29 62 (4158) 
34 36 40 25 58 60 29 62 (4229) 
34 40 48 52 25 58 60 29 (4227) 
66 36 34 48 52 58 60 62 (4250) 
5 7 40 48 56 58 60 29 (4274) 
66 36 5 7 40 58 60 29 (4331) 
66 7 40 48 52 58 29 62 (4266) 
34 3 36 7 52 58 60 29 (4319) 
3 36 7 48 56 58 60 29 (4279) 
36 40 44 52 56 58 60 29 (4147) 
34 5 7 48 52 56 58 60 (4228) 
34 36 40 48 52 58 60 29 (4609) 
66 36 5 40 34 52 60 29 (4353) 
34 3 36 7 52 58 29 62 (4204) 
3 7 40 48 52 58 60 62 (4259) 
34 36 48 52 56 25 58 29 (4151) 
34 36 5 40 56 58 29 62 (4401) 
66 36 5 40 34 52 56 29 (4204) 
34 3 36 40 52 56 60 62 (4152) 
36 7 40 48 52 56 29 62 (4468) 
66 5 7 34 56 60 29 62 (4162) 
66 7 48 52 56 58 60 29 (4258) 
66 36 7 34 52 56 58 60 (4262) 
66 5 34 52 56 58 60 29 (4318) 
3 36 7 40 48 56 60 29 (4212) 
34 48 52 56 25 58 60 29 (4152) 
34 3 40 48 52 56 60 29 (4151) 
66 36 5 7 56 58 60 29 (4201) 
36 40 9 48 56 58 29 62 (4163) 
34 36 7 52 56 25 58 29 (4185) 
36 7 40 48 52 25 58 60 (4281) 
36 5 7 40 48 52 60 29 (4387) 
34 36 5 40 52 25 58 60 (4146) 
66 5 40 48 52 56 58 60 (4158) 
34 36 5 7 40 56 60 29 (4341) 
3 5 40 52 56 58 29 62 (4168) 
34 3 36 40 48 52 58 29 (4261) 
34 3 36 40 48 58 60 62 (4152) 
66 36 34 48 52 56 58 29 (4213) 
36 5 40 52 56 58 60 29 (4486) 
66 36 34 48 52 58 60 29 (4365) 
34 3 48 52 58 60 29 62 (4183) 
3 5 7 52 58 60 29 62 (4168) 
36 7 48 52 56 60 29 62 (4458) 
36 40 48 52 25 58 60 29 (4386) 
34 3 36 5 40 52 58 60 (4155) 
3 36 7 40 48 52 56 62 (4163) 
66 36 5 40 34 52 60 62 (4258) 
66 36 7 40 52 58 29 62 (4378) 
3 7 40 48 52 58 60 29 (4363) 
36 40 9 48 52 58 60 62 (4237) 
34 36 5 7 40 52 60 62 (4368) 
36 40 9 56 58 60 29 62 (4299) 
34 36 7 40 52 25 58 60 (4218) 
34 36 5 40 48 56 58 29 (4299) 
36 40 48 52 25 60 29 62 (4276) 
36 40 52 56 58 60 29 62 (4691) 
34 36 5 7 40 52 56 62 (4310) 
34 36 5 52 56 58 29 62 (4407) 
66 5 34 48 52 58 29 62 (4153) 
66 40 34 48 52 56 58 60 (4222) 
34 5 7 40 52 58 60 29 (4565) 
34 40 52 56 25 60 29 62 (4177) 
66 36 5 7 34 52 29 62 (4162) 
3 36 40 48 52 56 58 60 (4282) 
66 40 48 52 56 58 60 62 (4255) 
34 36 52 56 25 58 60 29 (4248) 
36 40 9 48 56 60 29 62 (4146) 
66 5 40 52 56 58 29 62 (4295) 
34 7 40 48 52 56 60 62 (4312) 
34 5 7 52 56 58 29 62 (4416) 
36 5 40 52 56 58 60 62 (4419) 
7 40 52 56 58 60 29 62 (4694) 
34 5 7 40 56 58 60 62 (4368) 
66 36 5 7 48 52 58 60 (4204) 
36 40 48 52 25 58 60 62 (4288) 
7 40 9 48 52 58 60 62 (4146) 
40 48 56 25 58 60 29 62 (4177) 
34 7 48 52 25 58 60 29 (4185) 
3 5 7 40 58 60 29 62 (4164) 
66 36 34 48 52 60 29 62 (4246) 
34 7 48 52 56 58 60 62 (4324) 
34 36 7 40 9 56 58 29 (4179) 
34 3 5 7 40 52 58 60 (4177) 
66 5 7 34 56 58 29 62 (4162) 
34 36 5 7 40 52 60 29 (4469) 
40 9 48 52 56 58 29 62 (4184) 
34 36 40 52 25 58 60 62 (4225) 
34 36 5 7 40 52 56 29 (4380) 
34 3 40 66 52 58 60 29 (4162) 
5 7 40 48 52 56 58 29 (4293) 
66 36 7 48 56 58 29 62 (4147) 
66 36 7 40 52 56 60 29 (4348) 
34 3 7 40 48 52 58 29 (4213) 
36 40 48 56 25 58 60 29 (4234) 
66 40 48 52 56 58 60 29 (4328) 
34 5 40 9 56 58 60 29 (4162) 
3 36 7 40 52 56 58 29 (4329) 
66 36 5 7 40 34 58 62 (4162) 
34 3 36 40 52 56 58 60 (4213) 
3 36 7 52 56 60 29 62 (4244) 
66 36 48 52 56 58 60 29 (4325) 
34 36 7 40 52 56 60 62 (4439) 
34 5 7 40 56 58 60 29 (4437) 
34 36 5 7 40 48 52 29 (4340) 
34 5 7 40 56 58 29 62 (4410) 
34 5 7 48 52 56 60 29 (4227) 
3 36 7 40 52 60 29 62 (4321) 
34 36 40 9 52 60 29 62 (4236) 
34 36 5 7 40 48 56 60 (4190) 
34 3 36 40 58 60 29 62 (4240) 
36 5 40 48 56 58 60 29 (4338) 
34 36 7 52 56 58 60 62 (4451) 
34 36 5 40 9 52 60 29 (4172) 
34 3 36 40 48 52 56 29 (4146) 
66 36 7 40 34 58 29 62 (4274) 
34 3 7 40 48 58 60 29 (4199) 
36 7 9 56 58 60 29 62 (4218) 
36 5 40 48 58 60 29 62 (4402) 
34 3 36 7 40 58 60 62 (4166) 
34 36 9 52 56 60 29 62 (4159) 
66 36 7 34 56 58 60 62 (4182) 
66 36 5 7 40 34 58 29 (4258) 
34 5 7 40 48 56 58 29 (4237) 
36 40 9 52 58 60 29 62 (4384) 
66 36 7 34 52 56 60 62 (4177) 
34 36 5 7 48 58 60 29 (4342) 
34 36 7 40 9 52 58 62 (4166) 
34 40 9 52 56 58 60 62 (4248) 
66 36 7 34 56 58 29 62 (4180) 
34 3 7 40 52 56 29 62 (4204) 
34 36 40 52 56 25 60 29 (4184) 
66 7 40 34 52 56 29 62 (4260) 
66 36 5 40 48 52 58 60 (4293) 
66 36 5 40 34 56 58 62 (4145) 
66 7 40 34 56 58 29 62 (4265) 
34 5 7 48 56 58 60 29 (4231) 
66 36 7 40 34 56 58 62 (4170) 
3 36 7 40 56 58 29 62 (4267) 
5 7 48 52 56 58 29 62 (4233) 
34 36 7 40 56 58 60 62 (4444) 
36 5 40 48 56 60 29 62 (4266) 
34 3 36 40 56 58 60 62 (4156) 
5 48 52 56 58 60 29 62 (4299) 
36 7 40 48 52 25 58 62 (4188) 
66 3 40 52 58 60 29 62 (4173) 
3 36 7 40 52 56 60 62 (4230) 
36 5 7 40 48 56 58 29 (4272) 
34 3 36 7 40 58 29 62 (4199) 
34 3 36 7 52 58 60 62 (4171) 
7 40 9 48 52 56 58 60 (4158) 
66 7 40 34 48 58 29 62 (4162) 
5 7 40 9 52 58 29 62 (4161) 
36 5 7 40 48 58 60 29 (4397) 
34 36 7 40 52 60 29 62 (4539) 
66 36 5 40 48 52 29 62 (4190) 
36 40 9 52 56 58 60 62 (4300) 
36 7 9 52 56 60 29 62 (4213) 
34 5 7 40 48 60 29 62 (4248) 
34 36 5 40 48 52 60 29 (4420) 
66 7 40 34 52 58 29 62 (4362) 
34 36 5 7 40 58 60 29 (4477) 
34 36 7 40 9 52 56 29 (4175) 
66 36 40 48 58 60 29 62 (4362) 
5 40 48 52 58 60 29 62 (4417) 
34 36 5 7 48 52 56 58 (4227) 
34 3 7 52 58 60 29 62 (4264) 
34 36 7 40 9 52 60 29 (4235) 
34 36 40 9 48 52 60 29 (4189) 
66 5 34 48 52 60 29 62 (4153) 
66 36 5 40 56 58 29 62 (4203) 
36 5 7 48 56 58 60 29 (4267) 
34 3 36 7 48 52 58 60 (4231) 
34 36 7 40 48 56 58 29 (4394) 
34 36 5 7 40 48 60 29 (4325) 
3 40 48 52 56 58 60 29 (4308) 
7 40 52 56 25 58 60 62 (4248) 
3 36 40 48 52 56 29 62 (4237) 
34 36 5 7 40 48 52 58 (4341) 
66 5 7 40 34 52 56 58 (4215) 
66 36 5 52 56 58 60 29 (4285) 
66 36 5 7 34 52 58 60 (4269) 
34 5 40 48 52 56 58 60 (4300) 
66 36 5 7 40 56 60 29 (4183) 
66 7 40 52 56 58 60 62 (4367) 
7 40 52 56 25 58 60 29 (4318) 
36 5 7 48 52 58 60 29 (4406) 
34 5 7 40 48 52 56 29 (4233) 
66 36 5 7 34 52 60 62 (4164) 
34 5 52 56 58 60 29 62 (4460) 
66 36 40 34 48 52 56 58 (4196) 
66 36 52 56 58 60 29 62 (4373) 
3 5 7 40 52 60 29 62 (4155) 
66 36 34 48 58 60 29 62 (4255) 
66 36 7 34 48 52 60 29 (4259) 
66 36 40 48 56 60 29 62 (4226) 
5 40 9 52 56 58 29 62 (4178) 
66 36 7 48 52 60 29 62 (4255) 
34 5 7 52 56 58 60 62 (4374) 
66 36 5 34 52 60 29 62 (4265) 
34 3 36 40 48 52 60 62 (4145) 
36 7 40 52 56 25 58 29 (4279) 
66 5 7 40 52 58 60 29 (4417) 
34 5 7 56 58 60 29 62 (4377) 
36 5 7 40 58 60 29 62 (4447) 
34 36 40 9 48 58 60 29 (4196) 
66 36 40 48 52 56 58 62 (4229) 
3 36 7 40 48 52 29 62 (4254) 
36 5 7 52 58 60 29 62 (4449) 
34 36 48 52 58 60 29 62 (4506) 
36 40 48 52 56 58 60 62 (4551) 
66 36 34 48 52 56 58 60 (4217) 
34 5 40 52 56 58 29 62 (4493) 
36 7 48 52 25 58 29 62 (4197) 
34 3 36 40 52 58 60 62 (4233) 
66 40 48 52 56 58 29 62 (4247) 
66 36 7 40 34 48 52 29 (4238) 
3 36 7 40 52 58 29 62 (4354) 
66 34 48 52 56 60 29 62 (4154) 
34 36 5 7 40 56 58 62 (4315) 
34 5 7 40 9 58 60 29 (4173) 
36 40 48 52 56 60 29 62 (4538) 
66 40 48 52 58 60 29 62 (4377) 
34 36 40 9 48 52 58 29 (4205) 
34 40 48 52 56 58 60 62 (4406) 
66 7 48 56 58 60 29 62 (4173) 
34 7 40 48 52 58 60 29 (4527) 
66 36 5 34 52 56 58 60 (4225) 
66 36 5 7 34 52 58 62 (4164) 
66 7 40 34 48 60 29 62 (4162) 
66 7 48 52 56 58 60 62 (4172) 
3 36 5 40 52 58 29 62 (4166) 
66 5 34 52 56 58 60 62 (4248) 
34 7 40 48 52 56 58 29 (4415) 
36 7 40 48 52 56 58 60 (4537) 
66 5 7 52 56 58 29 62 (4218) 
36 5 7 40 48 52 58 29 (4410) 
3 5 7 40 52 58 60 29 (4240) 
66 36 40 34 48 52 60 62 (4238) 
3 36 5 7 40 52 58 60 (4147) 
34 3 36 40 48 52 58 60 (4240) 
36 40 48 52 56 25 58 60 (4242) 
34 36 7 40 52 56 60 29 (4519) 
66 48 52 56 58 60 29 62 (4261) 
34 3 36 40 48 52 58 62 (4166) 
66 36 5 40 34 60 29 62 (4263) 
3 7 48 52 58 60 29 62 (4274) 
34 36 5 7 40 48 52 62 (4239) 
34 3 36 7 52 56 58 60 (4204) 
36 40 52 56 25 58 60 29 (4345) 
36 40 48 52 56 58 60 29 (4624) 
66 3 40 52 56 58 60 29 (4147) 
3 7 48 52 56 58 29 62 (4203) 
36 40 48 52 56 25 29 62 (4171) 
34 36 7 40 48 56 60 29 (4371) 
3 36 7 40 48 52 56 29 (4229) 
7 40 48 56 58 60 29 62 (4475) 
34 36 7 52 56 58 60 29 (4583) 
36 5 48 52 58 60 29 62 (4404) 
66 36 7 48 56 58 60 29 (4237) 
34 40 48 52 56 58 60 29 (4483) 
66 36 40 34 52 58 60 29 (4482) 
66 40 34 48 56 60 29 62 (4147) 
3 36 7 40 48 56 58 60 (4212) 
36 5 7 40 52 56 29 62 (4368) 
34 36 40 52 56 58 60 62 (4533) 
66 36 5 7 40 56 58 29 (4182) 
66 36 7 34 56 58 60 29 (4265) 
3 36 7 48 56 60 29 62 (4160) 
34 5 7 40 48 56 58 62 (4168) 
36 7 40 48 52 25 29 62 (4182) 
66 36 5 40 34 56 58 60 (4212) 
3 5 7 40 52 58 60 62 (4155) 
3 36 40 52 58 60 29 62 (4395) 
66 36 40 34 48 52 60 29 (4345) 
34 5 7 48 52 58 60 29 (4359) 
66 40 34 52 58 60 29 62 (4469) 
34 36 5 40 58 60 29 62 (4479) 
34 36 5 9 52 58 60 29 (4187) 
66 36 7 40 48 58 60 29 (4370) 
5 7 40 48 52 58 29 62 (4333) 
66 36 5 7 40 60 29 62 (4232) 
34 5 40 48 52 58 60 62 (4347) 
66 36 5 40 48 60 29 62 (4201) 
34 36 40 9 58 60 29 62 (4244) 
7 40 48 25 58 60 29 62 (4194) 
34 5 7 48 56 58 60 62 (4155) 
66 36 7 40 34 56 58 29 (4244) 
3 7 40 52 56 58 60 29 (4389) 
34 3 36 40 56 58 60 29 (4217) 
34 36 5 40 48 52 56 62 (4227) 
34 7 40 9 52 56 60 62 (4155) 
34 36 7 9 48 52 58 29 (4161) 
66 36 40 34 56 60 29 62 (4259) 
36 40 48 56 25 58 60 62 (4170) 
34 5 48 56 58 60 29 62 (4241) 
36 7 40 56 25 58 60 62 (4186) 
66 36 7 40 56 58 60 29 (4352) 
5 7 48 52 56 58 60 29 (4288) 
36 5 7 40 48 58 60 62 (4297) 
66 5 34 48 52 58 60 62 (4157) 
34 40 9 52 56 60 29 62 (4246) 
66 36 7 40 56 58 29 62 (4271) 
34 7 40 52 25 58 60 62 (4182) 
66 5 7 40 34 56 29 62 (4151) 
3 36 7 40 56 60 29 62 (4234) 
36 7 56 25 58 60 29 62 (4194) 
36 7 40 9 48 52 56 58 (4149) 
34 36 5 48 56 58 60 62 (4219) 
34 5 48 52 56 58 29 62 (4260) 
36 40 48 25 58 60 29 62 (4286) 
36 40 9 52 56 60 29 62 (4294) 
66 36 5 34 48 58 60 29 (4241) 
36 5 7 48 52 56 60 62 (4186) 
36 5 7 48 56 58 60 62 (4191) 
34 5 7 48 56 58 29 62 (4177) 
34 5 7 40 52 56 29 62 (4405) 
34 7 40 9 52 56 60 29 (4235) 
34 7 40 25 58 60 29 62 (4188) 
34 5 40 48 52 60 29 62 (4343) 
34 5 7 48 58 60 29 62 (4259) 
66 40 9 52 58 60 29 62 (4154) 
34 36 5 48 52 58 60 29 (4437) 
34 36 7 52 56 60 29 62 (4449) 
34 7 9 52 58 60 29 62 (4236) 
66 36 40 34 56 58 60 29 (4335) 
66 5 7 40 34 56 58 60 (4220) 
34 3 5 40 52 60 29 62 (4164) 
36 7 40 48 56 60 29 62 (4449) 
5 7 40 48 52 56 58 60 (4272) 
66 36 5 40 48 52 60 29 (4290) 
5 7 40 48 52 56 58 62 (4224) 
34 36 7 40 9 52 58 29 (4271) 
66 7 40 48 56 58 29 62 (4159) 
36 7 40 48 52 56 60 29 (4531) 
66 7 40 48 56 58 60 29 (4240) 
34 36 48 52 25 58 60 29 (4273) 
34 36 5 7 48 52 29 62 (4248) 
34 7 40 52 56 58 60 29 (4615) 
34 36 7 40 9 58 60 29 (4242) 
36 7 48 56 58 60 29 62 (4463) 
36 7 40 44 52 58 60 29 (4177) 
36 9 48 52 56 58 29 62 (4170) 
66 36 5 7 40 48 60 29 (4194) 
40 9 48 52 56 60 29 62 (4167) 
66 36 5 48 52 56 60 29 (4148) 
36 5 40 9 52 56 58 29 (4152) 
7 40 48 52 56 58 60 29 (4556) 
34 36 7 40 52 56 58 60 (4520) 
34 5 40 52 56 58 60 29 (4520) 
66 36 40 34 48 56 58 29 (4197) 
66 36 5 7 40 48 52 58 (4184) 
34 3 36 7 52 56 60 29 (4204) 
7 40 48 52 56 25 58 60 (4162) 
66 36 7 48 56 60 29 62 (4147) 
3 36 7 40 52 58 60 29 (4425) 
7 40 44 52 58 60 29 62 (4186) 
34 36 7 9 56 58 60 29 (4205) 
36 7 40 48 58 60 29 62 (4567) 
34 3 5 40 52 58 60 62 (4164) 
66 36 7 40 48 52 60 29 (4360) 
3 5 7 40 52 58 29 62 (4188) 
66 36 7 52 56 60 29 62 (4280) 
34 3 40 48 52 58 29 62 (4192) 
66 36 40 34 48 60 29 62 (4243) 
34 36 5 40 52 56 29 62 (4396) 
66 40 34 52 56 58 60 29 (4427) 
34 3 7 52 56 60 29 62 (4183) 
36 5 7 40 52 56 58 62 (4371) 
66 7 40 48 56 58 60 62 (4163) 
36 40 9 48 58 60 29 62 (4239) 
66 7 48 52 56 58 29 62 (4168) 
3 36 7 52 56 58 60 29 (4363) 
36 5 7 40 52 56 58 60 (4399) 
66 34 48 52 56 58 60 62 (4158) 
3 36 40 48 52 58 29 62 (4328) 
66 7 48 52 58 60 29 62 (4281) 
36 7 48 25 58 60 29 62 (4190) 
7 40 48 52 56 58 60 62 (4477) 
34 5 40 52 56 58 60 62 (4453) 
34 36 5 40 9 52 58 29 (4208) 
7 40 48 52 56 60 29 62 (4470) 
66 5 7 34 52 56 58 62 (4159) 
34 36 7 40 48 56 58 62 (4315) 
40 44 52 56 58 60 29 62 (4180) 
34 36 5 7 40 52 56 58 (4381) 
3 36 7 40 48 52 58 62 (4254) 
66 7 40 34 52 56 60 62 (4262) 
66 5 40 34 52 60 29 62 (4351) 
66 7 40 48 52 60 29 62 (4266) 
3 40 48 52 56 58 60 62 (4242) 
3 36 7 40 48 58 29 62 (4263) 
34 3 5 40 52 58 60 29 (4248) 
66 36 7 40 48 52 60 62 (4244) 
36 7 48 52 58 60 29 62 (4571) 
66 36 5 52 56 58 60 62 (4214) 
66 7 52 56 58 60 29 62 (4377) 
66 5 7 34 48 52 58 29 (4155) 
34 7 48 56 58 60 29 62 (4327) 
66 5 7 40 52 56 58 60 (4276) 
36 5 7 40 48 52 58 60 (4389) 
36 7 48 52 56 58 29 62 (4482) 
36 5 40 52 25 58 29 62 (4154) 
66 36 5 7 40 52 29 62 (4221) 
66 36 40 34 52 58 60 62 (4376) 
34 36 40 48 52 56 60 62 (4380) 
34 36 7 48 52 25 58 60 (4168) 
36 48 52 56 25 58 60 29 (4297) 
66 36 5 7 34 52 60 29 (4268) 
66 7 48 52 56 60 29 62 (4168) 
34 3 5 52 56 58 60 29 (4154) 
34 36 5 7 52 56 58 60 (4355) 
34 36 5 40 52 56 60 29 (4424) 
66 5 40 34 48 52 60 29 (4241) 
66 36 5 40 34 52 56 58 (4207) 
3 7 40 48 52 56 29 62 (4189) 
34 36 7 48 56 58 60 29 (4435) 
66 5 7 34 52 56 58 29 (4231) 
36 5 7 48 52 56 58 60 (4265) 
36 7 40 9 48 58 60 29 (4241) 
34 5 7 52 56 58 60 29 (4450) 
34 7 40 9 56 58 60 62 (4160) 
34 36 40 48 56 60 29 62 (4381) 
36 7 40 9 48 56 58 29 (4154) 
34 5 40 48 52 58 60 29 (4445) 
66 36 40 48 52 56 58 29 (4302) 
34 3 36 7 48 52 58 29 (4253) 
34 40 48 52 56 60 29 62 (4402) 
34 3 36 52 58 60 29 62 (4245) 
66 36 5 40 34 48 52 29 (4215) 
3 5 40 52 56 58 60 29 (4189) 
34 7 40 52 56 25 58 60 (4160) 
36 7 40 52 25 58 29 62 (4307) 
3 7 40 52 56 58 60 62 (4323) 
66 36 7 34 52 58 29 62 (4277) 
34 36 5 7 40 56 58 29 (4384) 
34 36 5 40 48 60 29 62 (4326) 
36 48 52 56 25 58 60 62 (4180) 
7 40 9 48 52 56 60 29 (4159) 
34 7 40 48 52 58 60 62 (4414) 
66 36 5 7 34 52 58 29 (4267) 
36 7 40 52 56 25 58 60 (4258) 
66 36 5 40 58 60 29 62 (4339) 
5 40 52 25 58 60 29 62 (4193) 
34 5 7 40 48 52 60 62 (4241) 
34 7 40 48 52 56 58 62 (4336) 
34 36 5 7 40 56 58 60 (4342) 
66 5 7 40 34 48 58 60 (4148) 
36 48 52 56 58 60 29 62 (4552) 
5 7 48 52 56 58 60 62 (4212) 
34 3 5 40 58 60 29 62 (4171) 
36 7 52 56 25 58 29 62 (4217) 
34 36 40 9 52 56 29 62 (4186) 
34 36 7 48 25 58 60 29 (4174) 
34 7 40 48 56 60 29 62 (4315) 
7 40 9 48 52 58 29 62 (4163) 
36 7 40 9 56 60 29 62 (4206) 
3 36 40 48 58 60 29 62 (4316) 
7 40 9 48 52 58 60 29 (4259) 
34 36 5 48 56 58 60 29 (4293) 
34 36 48 52 56 58 60 29 (4522) 
3 36 48 56 58 60 29 62 (4234) 
34 36 5 40 52 58 60 29 (4572) 
5 40 9 52 58 60 29 62 (4231) 
36 7 40 9 52 58 60 62 (4273) 
34 36 7 40 56 58 29 62 (4486) 
34 36 7 40 48 56 60 62 (4291) 
36 5 40 48 56 58 29 62 (4290) 
66 40 52 56 58 60 29 62 (4456) 
34 36 40 9 52 58 29 62 (4273) 
34 36 7 40 52 58 60 62 (4541) 
34 9 52 56 58 60 29 62 (4256) 
66 7 34 56 58 60 29 62 (4277) 
66 36 7 48 56 58 60 62 (4151) 
34 36 40 48 52 56 58 62 (4404) 
3 36 40 56 58 60 29 62 (4308) 
7 40 9 52 58 60 29 62 (4370) 
34 36 40 56 25 58 60 29 (4187) 
36 7 40 48 52 58 29 62 (4580) 
36 7 9 52 56 58 29 62 (4250) 
34 3 7 48 56 58 60 29 (4146) 
34 5 7 40 48 56 58 60 (4215) 
66 5 40 48 52 60 29 62 (4216) 
66 36 7 40 34 52 56 58 (4241) 
34 36 5 7 40 48 29 62 (4246) 
34 40 9 52 58 60 29 62 (4333) 
66 36 7 40 48 58 60 62 (4255) 
66 5 40 48 58 60 29 62 (4227) 
34 5 7 40 9 52 60 29 (4166) 
66 36 7 34 52 60 29 62 (4277) 
66 36 7 40 34 48 58 29 (4246) 
34 3 7 40 58 60 29 62 (4259) 
36 7 40 9 52 58 60 29 (4386) 
36 5 40 48 56 58 60 62 (4271) 
36 7 40 9 52 58 29 62 (4310) 
36 7 40 52 25 60 29 62 (4280) 
34 36 5 7 48 60 29 62 (4233) 
34 3 36 7 40 58 60 29 (4261) 
34 36 7 9 52 56 60 29 (4201) 
34 3 7 40 52 56 58 60 (4232) 
34 5 40 9 52 58 60 62 (4176) 
3 36 7 52 56 58 29 62 (4277) 
66 5 7 40 34 48 60 29 (4147) 
34 36 5 40 48 56 58 60 (4279) 
34 7 40 48 56 58 60 29 (4396) 
66 36 40 34 52 56 58 29 (4330) 
34 3 36 7 40 60 29 62 (4166) 
66 36 5 7 40 34 60 62 (4162) 
40 9 48 52 58 60 29 62 (4257) 
34 5 7 40 48 52 58 62 (4265) 
66 5 40 48 52 56 58 29 (4154) 
66 36 5 34 56 58 29 62 (4152) 
36 5 7 40 48 60 29 62 (4294) 
